F__sref,SchType,SchName,Payam,County,State,Lat,Lon
PAJ,PRI,Mayen Pajok Primary School,Akon North,Gogrial West,Warrap,9.0262765,27.9219143
MQL,PRI,Mabil Pajok Primary School,Akon North,Gogrial West,Warrap,8.9823082,27.8735925
WNX,PRI,Wun-Cum Primary School,Akon North,Gogrial West,Warrap,9.14636,27.8803783
AQD,ALP,Akon Alp,Akon South,Gogrial West,Warrap,8.8977006,27.9679274
MAC,PRI,Majok Gol Achol,Akon South,Gogrial West,Warrap,8.9199343,27.9111692
ZLN,PRI,Nyieth Primary School,Akon South,Gogrial West,Warrap,8.9345889,27.8237007
BUU,PRI,Bulic Awan Rup Primary School,Akon South,Gogrial West,Warrap,8.3054174,27.9762427
JUA,PRI,Ajuaja Primary School,Akon South,Gogrial West,Warrap,8.8969146,27.968191
MDG,PRI,Mading Primary,Akon South,Gogrial West,Warrap,8.9144767,27.8566139
LAU,PRI,Lau Nhom Primary,Akon South,Gogrial West,Warrap,8.3056935,27.9761439
AKN,PRI,Akon Primary School,Akon South,Gogrial West,Warrap,8.8971484,27.9678916
PZG,PRI,Malek Agal Primary School,Akon South,Gogrial West,Warrap,8.83496,27.9926767
PTQ,PRI,Peth Primary School.,Akon South,Gogrial West,Warrap,8.3022594,27.9751373
MVM,PRI,Makuei Primary School,Akon South,Gogrial West,Warrap,8.975643,27.9770933
KGD,PRI,Kunyuk Girls Primary School,Akon South,Gogrial West,Warrap,8.8920643,27.9623722
RYM,PRI,Mary Immaculate Primary School,Akon South,Gogrial West,Warrap,8.894318,27.9665475
NYN,PRI,Anyieny-Agaldit,Akon South,Gogrial West,Warrap,8.3055015,27.9764062
RNC,PRI,Rengping Primary,Akon South,Gogrial West,Warrap,8.0883451,28.6346832
CPG,PRI,Chum Lual Primary School,Akon South,Gogrial West,Warrap,8.7803917,27.96663
MTQ,PRI,Mathiangdit Primary School,Akon South,Gogrial West,Warrap,8.8606932,27.9705263
LAG,PRI,Lang Agal Primary School,Akon South,Gogrial West,Warrap,8.2875854,27.9621989
RNG,PRI,Ariang-Awan,Akon South,Gogrial West,Warrap,8.943082,27.8326472
ABU,PRI,Adut Bul Primary,Akon South,Gogrial West,Warrap,8.3021398,27.9815724
TYY,PRI,Thurlith Primary School,Akon South,Gogrial West,Warrap,8.896435,27.9460583
AOD,SEC,Akon Modern,Akon South,Gogrial West,Warrap,8.8983838,27.9773147
KNB,SEC,Akon Secondary School,Akon South,Gogrial West,Warrap,8.896935,27.967725
WZD,ECD,Wake Up Nursery School,Alek,Gogrial West,Warrap,4.9162062,29.4627271
NIJ,PRI,Nyandior,Alek,Gogrial West,Warrap,8.306207,27.9660082
PDK,PRI,Paduol Primary School,Alek,Gogrial West,Warrap,8.714262,28.0366216
GOU,PRI,Gaikou Primary School,Alek,Gogrial West,Warrap,8.3032115,27.9763309
WII,PRI,Ameeth Makuei Wiir,Alek,Gogrial West,Warrap,8.3024013,27.9765044
AOF,PRI,Aken Primary,Alek,Gogrial West,Warrap,8.3045335,27.9758787
RHM,PRI,Rhom Primary School,Alek,Gogrial West,Warrap,8.6679467,28.1517367
ASZ,PRI,Abyei Primary,Alek,Gogrial West,Warrap,8.301439,27.9786136
JNJ,PRI,Jongar,Alek,Gogrial West,Warrap,8.300923,27.9786195
EEM,PRI,Ageem Primary School,Alek,Gogrial West,Warrap,8.6694233,28.1504583
DVF,PRI,Marial Deng Primary,Alek,Gogrial West,Warrap,8.2880386,27.9626197
EKS,SEC,Alek Secondary School,Alek,Gogrial West,Warrap,8.6835238,28.1647034
ATZ,ALP,Mayom Alp,Alek North,Gogrial West,Warrap,8.6836088,28.1644338
MFA,PRI,Mabior Pagong Primary School,Alek North,Gogrial West,Warrap,8.792139,28.2590972
AQR,PRI,Achol,Alek North,Gogrial West,Warrap,8.7447318,28.3198579
YRP,PRI,Yieer Pagong Primary School,Alek North,Gogrial West,Warrap,8.7035805,28.2289356
PVB,PRI,Malual Kuel Primary School,Alek North,Gogrial West,Warrap,8.6881321,28.228237
MLG,PRI,Malek Ngok Primary School,Alek North,Gogrial West,Warrap,8.7359011,28.1454545
KDT,PRI,Mayom Kataduet Primary School,Alek North,Gogrial West,Warrap,8.7363213,28.1994127
PJY,PRI,Makuac Primary School,Alek North,Gogrial West,Warrap,8.7922204,28.3953822
AQG,PRI,Maluil Aluel,Alek North,Gogrial West,Warrap,8.5987103,28.3303548
JIH,PRI,Mayen Juoth Primary School,Alek North,Gogrial West,Warrap,8.5301082,28.0995416
MMU,PRI,Mabior Mun Primary School,Alek North,Gogrial West,Warrap,8.7894773,28.0906324
HEE,PRI,Marial Majok,Alek North,Gogrial West,Warrap,8.7018698,28.149041
MAH,PRI,Majok Dheng Primary,Alek North,Gogrial West,Warrap,8.3055493,27.9762397
TLD,PRI,Tol-Anok,Alek North,Gogrial West,Warrap,8.6684549,28.2364747
MXA,PRI,Mankuac Primary School,Alek North,Gogrial West,Warrap,8.6807667,28.2717823
FUA,SEC,Future Academy,Alek North,Gogrial West,Warrap,8.7291757,28.1915756
DPG,PRI,Dor Peace Girl Primary School,Alek South,Gogrial West,Warrap,8.6632192,28.1485516
NAT,PRI,Ngap Athian Primary School,Alek South,Gogrial West,Warrap,8.6280957,28.1231818
TUK,PRI,Atukuel Primary School,Alek South,Gogrial West,Warrap,8.6337717,27.9922478
LKC,PRI,Alek Primary School,Alek South,Gogrial West,Warrap,8.6683663,28.150225
MML,PRI,Majok Amal Primary School,Alek South,Gogrial West,Warrap,8.302079,27.9815254
TMH,PRI,Thel Mou Academy Primary School,Alek South,Gogrial West,Warrap,8.3021274,27.9815342
BLR,PRI,Bul Primary School,Alek South,Gogrial West,Warrap,8.7895131,28.0911505
MWN,PRI,Malual Awien Primary School,Alek South,Gogrial West,Warrap,8.5479887,28.222778
ZZU,PRI,Mathiang Thel Primary School,Alek South,Gogrial West,Warrap,8.302224,27.9814974
AOT,PRI,Amoth Primary School,Alek South,Gogrial West,Warrap,8.6831904,28.1649222
AAO,PRI,Malual Agurping Primary School,Alek South,Gogrial West,Warrap,8.6699117,28.149725
NCC,PRI,Ngamathian Basic Community School,Alek South,Gogrial West,Warrap,8.5930061,28.1183881
WLP,ALP,Winy Alp School,Alek West,Gogrial West,Warrap,8.3043478,27.9761692
JIN,PRI,Ajiing Primary School,Alek West,Gogrial West,Warrap,8.7588282,28.0443374
TPU,PRI,Athokpur Primary School,Alek West,Gogrial West,Warrap,8.3053348,27.9763779
MNX,PRI,Mangar Two Primary School,Alek West,Gogrial West,Warrap,8.305426,27.9763581
POL,PRI,Madhan Primary School,Alek West,Gogrial West,Warrap,8.7007567,27.9985517
CWU,PRI,Chiwiu Primary School,Alek West,Gogrial West,Warrap,8.3054573,27.9763393
KTL,PRI,Keet Primary School,Alek West,Gogrial West,Warrap,8.8204257,28.0636376
MNU,PRI,Mangar I Primary School,Alek West,Gogrial West,Warrap,8.3061752,27.9659638
PIS,PRI,Nyokthiang Primary School,Alek West,Gogrial West,Warrap,8.6680762,27.9888935
CPS,PRI,Chawiu Primary School,Alek West,Gogrial West,Warrap,8.3025202,27.9550941
GGQ,ALP,Gogrial Alp,Gogrial,Gogrial West,Warrap,8.5354457,28.0949852
VIR,ECD,Mother Virgin,Gogrial,Gogrial West,Warrap,8.542223,28.1016845
OGW,PRI,Mading-Kantong Primary School,Gogrial,Gogrial West,Warrap,8.5467829,27.8830755
RUJ,PRI,Rum-Akuong,Gogrial,Gogrial West,Warrap,8.5791043,28.1169725
MWU,PRI,Mading Wuny Primary School,Gogrial,Gogrial West,Warrap,8.535428,28.095067
ZXD,PRI,Wunriang Primary School,Gogrial,Gogrial West,Warrap,8.4555896,28.0631879
YYB,PRI,Yoyo Primary,Gogrial,Gogrial West,Warrap,8.535005,28.0952317
NTU,PRI,Wuntur Primary School,Gogrial,Gogrial West,Warrap,8.5398689,28.0929448
QUQ,PRI,Mitor Primary School,Gogrial,Gogrial West,Warrap,8.5398456,28.0928908
GFP,PRI,Green Future Primary School,Gogrial,Gogrial West,Warrap,8.5332521,28.0841082
TFN,PRI,Thiang-Bet Primary School,Gogrial,Gogrial West,Warrap,8.2821519,27.9736984
WUM,PRI,Wuncum Primary,Gogrial,Gogrial West,Warrap,8.5977774,27.9086282
BZJ,PRI,Mabok-Rual Primary,Gogrial,Gogrial West,Warrap,8.464957,28.0241852
DUQ,PRI,Du-Chuar Primary School,Gogrial,Gogrial West,Warrap,8.2575003,28.0402079
RAQ,PRI,Riang Agany,Gogrial,Gogrial West,Warrap,8.4967947,27.8176768
YUA,PRI,Ayuang Primary School,Gogrial,Gogrial West,Warrap,8.9061367,28.3691483
NKA,PRI,Nyiel Kau Primary School,Gogrial,Gogrial West,Warrap,8.5809512,28.0362666
LNB,PRI,Lang Primary School,Gogrial,Gogrial West,Warrap,8.5728831,28.0816794
PQR,PRI,Pagai- Kur Primary,Gogrial,Gogrial West,Warrap,8.5937052,27.9995494
KZF,PRI,Keen Abiem Primary School,Gogrial,Gogrial West,Warrap,8.3045947,27.9759951
YLB,PRI,Christ The King Primary School,Gogrial,Gogrial West,Warrap,8.543444,28.1019118
PEO,PRI,Peweng-Abiey,Gogrial,Gogrial West,Warrap,8.502101,28.092539
IAK,PRI,Akoi Primary School,Gogrial,Gogrial West,Warrap,8.4881652,28.082605
RIE,PRI,Majok Rieth Primary,Gogrial,Gogrial West,Warrap,8.5566499,27.8345647
MYW,PRI,Mayom Ajak Primary School,Gogrial,Gogrial West,Warrap,8.4243342,28.0106235
AJA,PRI,Maluil Ajak Primary School,Gogrial,Gogrial West,Warrap,8.5288481,27.9752761
GGR,PRI,Gogrial Primary School,Gogrial,Gogrial West,Warrap,8.5398714,28.0930265
RVO,PRI,Riang Akol Primary,Gogrial,Gogrial West,Warrap,8.5748116,28.0095509
ITG,PRI,Matuong Primary School,Gogrial,Gogrial West,Warrap,8.4467604,27.968094
LXR,PRI,Lol-Rual,Gogrial,Gogrial West,Warrap,8.4270968,28.0387231
RUH,PRI,Rup-Athiei Primary School,Gogrial,Gogrial West,Warrap,8.571698,27.9183079
MAW,PRI,Majok Awan Primary School,Gogrial,Gogrial West,Warrap,8.5277226,28.0350237
MNF,PRI,Mandeeng Primary School,Gogrial,Gogrial West,Warrap,8.5766786,27.9643603
AVK,PRI,Adier Cien Ajak Primary School,Gogrial,Gogrial West,Warrap,8.5280061,27.9480451
DOU,PRI,Oandou Primary School,Gogrial,Gogrial West,Warrap,8.4924163,28.0492759
NRK,SEC,Nyarkech Girls Secondary School,Gogrial,Gogrial West,Warrap,8.579423,28.1167955
GGF,SEC,Gogrial Secondary,Gogrial,Gogrial West,Warrap,8.5336467,28.0852851
SLQ,SEC,Solomon'S Wisdom,Gogrial,Gogrial West,Warrap,8.5295049,28.1027726
NJS,ECD,Injas Pre-Primary,Kuac Jok,Gogrial West,Warrap,8.3049698,27.9413334
SIL,ECD,St Joseph Kindergarden Pre-School,Kuac Jok,Gogrial West,Warrap,8.3022822,27.9914724
FED,ECD,Freedom Nursery And Primary,Kuac Jok,Gogrial West,Warrap,8.2933365,27.9733163
KJX,PRI,Kuajok International Nursery And Primary,Kuac Jok,Gogrial West,Warrap,8.2909675,27.9693143
UUK,PRI,Marol- Kuac Primary,Kuac Jok,Gogrial West,Warrap,8.3393896,28.0906047
RUL,PRI,Rum Rak Primary,Kuac Jok,Gogrial West,Warrap,8.237851,27.9623121
AQE,PRI,Mabior Amal Primary,Kuac Jok,Gogrial West,Warrap,8.2073596,28.0343561
YFY,PRI,Majak-Amal,Kuac Jok,Gogrial West,Warrap,8.3051954,27.9758715
INZ,PRI,Majook Primary School,Kuac Jok,Gogrial West,Warrap,8.3767584,27.8785461
CGI,PRI,Mathiang Primary School,Kuac Jok,Gogrial West,Warrap,8.3388148,27.935817
RDR,PRI,Dr Starla Primary School,Kuac Jok,Gogrial West,Warrap,8.2983302,27.975238
ADC,PRI,Adel Primary School,Kuac Jok,Gogrial West,Warrap,8.3040167,27.964165
GUE,PRI,Aguerdiet Primary,Kuac Jok,Gogrial West,Warrap,8.187323,27.9183184
BFH,PRI,Bright Future Hope Primary,Kuac Jok,Gogrial West,Warrap,8.3054161,27.9712115
RPN,PRI,Riang-Bek Primary,Kuac Jok,Gogrial West,Warrap,8.3108539,27.923693
PDO,PRI,Panrok Don Bosco Primary School,Kuac Jok,Gogrial West,Warrap,8.3229049,27.9464089
HTU,PRI,Chitou Primary School,Kuac Jok,Gogrial West,Warrap,8.2938513,28.1477488
SAV,PRI,St Joseph Kinder Garden And Primary School,Kuac Jok,Gogrial West,Warrap,8.3008832,27.991799
YOW,PRI,Muor-Aruor Primary,Kuac Jok,Gogrial West,Warrap,8.2239952,27.9650134
BOZ,PRI,Bul-Alek Primary,Kuac Jok,Gogrial West,Warrap,8.4094475,28.082444
WUJ,PRI,Wunacies,Kuac Jok,Gogrial West,Warrap,8.354129,27.9870352
LVE,PRI,Lolthou Academy,Kuac Jok,Gogrial West,Warrap,8.3726833,28.03447
NWG,PRI,New Generation,Kuac Jok,Gogrial West,Warrap,8.298923,27.9836065
BSZ,PRI,Bright Star Primary,Kuac Jok,Gogrial West,Warrap,8.3033497,27.9821927
OUP,PRI,Mibior Primary,Kuac Jok,Gogrial West,Warrap,8.2752171,27.9008867
KQL,PRI,Kueel Primary,Kuac Jok,Gogrial West,Warrap,8.1683744,27.9573333
PPQ,PRI,Panchum Primary School,Kuac Jok,Gogrial West,Warrap,8.3486321,27.8983097
COL,SEC,Kuajok Comprehensive College,Kuac Jok,Gogrial West,Warrap,8.3024415,27.976473
KDV,SEC,Kuajok Day,Kuac Jok,Gogrial West,Warrap,8.2995827,27.9810741
PAF,PRI,Pach-Yil Primary School,Kuac North,Gogrial West,Warrap,8.2441233,28.0135683
KJD,PRI,Kuajok Boys Primary School,Kuac North,Gogrial West,Warrap,8.3031107,27.9865237
MLQ,PRI,Malek Primary School,Kuac North,Gogrial West,Warrap,8.3695933,28.0534367
ATE,PRI,Atem Weel Primary,Kuac North,Gogrial West,Warrap,8.3114546,27.9803651
INJ,PRI,Injas Primary,Kuac North,Gogrial West,Warrap,8.3072051,27.9493201
PNJ,PRI,Pan-Riang Primary School,Kuac North,Gogrial West,Warrap,8.2113059,27.9838921
NGI,PRI,Angui Primary School,Kuac North,Gogrial West,Warrap,8.24893,27.9830573
AMM,PRI,Ammy Robins Primary School,Kuac North,Gogrial West,Warrap,8.2970528,27.9699046
FRE,PRI,Freedom Primary,Kuac North,Gogrial West,Warrap,8.2933682,27.9730351
WRY,PRI,Warayat Primary,Kuac North,Gogrial West,Warrap,8.2963512,27.9366995
AZI,PRI,Aluelweng Primary School,Kuac North,Gogrial West,Warrap,8.2089714,27.8948892
ASJ,PRI,Ajiep Primary School,Kuac North,Gogrial West,Warrap,8.2675066,28.0840127
KOC,PRI,Koot Primary School,Kuac North,Gogrial West,Warrap,8.2589088,28.161383
BUJ,PRI,Buluk Primary School,Kuac North,Gogrial West,Warrap,8.2867463,27.9591375
ALP,PRI,Alpha Primary School,Kuac North,Gogrial West,Warrap,8.2842163,27.9676883
LKQ,PRI,Lukluk Primary School,Kuac North,Gogrial West,Warrap,8.1845382,27.9911121
MGO,PRI,Mabior Gol Primary,Kuac North,Gogrial West,Warrap,8.3540938,28.0267707
AGK,PRI,Agok Primary School,Kuac North,Gogrial West,Warrap,8.2445733,27.93397
UAU,PRI,Kuajok United Primary School,Kuac North,Gogrial West,Warrap,8.3069693,27.9712147
ART,PRI,Ammy Robin 2 Primary School,Kuac North,Gogrial West,Warrap,8.2994932,27.9558367
AST,PRI,Akuat Primary School,Kuac North,Gogrial West,Warrap,8.3569422,27.9239274
NYU,PRI,Anyuat Primary School,Kuac North,Gogrial West,Warrap,8.3005547,28.1898415
CCF,PRI,Panthoi Primary,Kuac North,Gogrial West,Warrap,8.281248,27.9755302
RLD,PRI,Rialdit Primary,Kuac North,Gogrial West,Warrap,8.306061,28.051845
EDA,PRI,Redemtion Christian Academy Primary,Kuac North,Gogrial West,Warrap,8.2931501,27.9640394
MNQ,PRI,Mangar Primary School,Kuac North,Gogrial West,Warrap,8.3772971,27.9967283
AQH,PRI,Malual Agei Primary School,Kuac North,Gogrial West,Warrap,8.2643042,27.9668583
GUM,SEC,Mayen Gumel Secondary,Kuac North,Gogrial West,Warrap,8.3075631,27.9495333
STG,SEC,St. Augustine Secondary,Kuac North,Gogrial West,Warrap,8.3034141,27.9864214
KJS,SEC,Kuajok Academy Ss,Kuac North,Gogrial West,Warrap,8.3034026,27.9636258
PTL,PRI,Pantiit Primary,Kuac South,Gogrial West,Warrap,8.1543564,27.9848859
JII,PRI,Marol Ajiing Primary School,Kuac South,Gogrial West,Warrap,8.1448749,28.1320291
LKW,PRI,Lakawet Primary,Kuac South,Gogrial West,Warrap,8.0552031,28.0656503
GQD,PRI,Thurnyior Primary School,Kuac South,Gogrial West,Warrap,8.1403759,28.1359719
MIY,PRI,Manyiel-Nhom Primary School,Kuac South,Gogrial West,Warrap,8.2061483,28.155235
AHM,PRI,Adet Primary School,Kuac South,Gogrial West,Warrap,8.1151524,28.1361114
MQM,PRI,Mayomkou Primary,Kuac South,Gogrial West,Warrap,8.2468353,27.9815505
AHR,PRI,Marial Awach Primary School,Kuac South,Gogrial West,Warrap,8.0757902,27.9576122
YAM,PRI,Mayam Ariech Primary School,Kuac South,Gogrial West,Warrap,8.0815137,27.9109758
MTU,PRI,Mabior Atuot Primary School,Kuac South,Gogrial West,Warrap,8.1057182,27.9563767
WLD,PRI,Weel Primary School,Kuac South,Gogrial West,Warrap,8.0775953,28.0922023
ARZ,PRI,Aruonga Primary School,Kuac South,Gogrial West,Warrap,8.0684743,27.9333985
SSP,PRI,St Paul Primary School,Kuac South,Gogrial West,Warrap,8.1583228,27.9503181
KAF,PRI,Karic Child Friendly,Kuac South,Gogrial West,Warrap,8.0870317,28.008565
MAO,PRI,Mabior Dong Primary School,Kuac South,Gogrial West,Warrap,8.0238333,27.996015
AWV,PRI,Awailuth Primary School,Kuac South,Gogrial West,Warrap,8.0586976,28.1393125
IBD,PRI,Wunkuel Primary School,Kuac South,Gogrial West,Warrap,8.1387238,28.0090116
AUH,PRI,Achol,Kuac South,Gogrial West,Warrap,8.2199383,28.12869
MTE,PRI,Maluil Tit Primary School,Kuac South,Gogrial West,Warrap,8.1863774,28.0181091
TPJ,PRI,Tarweng Primary,Kuac South,Gogrial West,Warrap,8.2352883,28.15699
PWN,PRI,Paweng Primary,Kuac South,Gogrial West,Warrap,8.3078654,27.9236338
NFW,PRI,Ngapdit Primary School,Kuac South,Gogrial West,Warrap,8.5287123,28.1021808
KMV,SEC,Karic Model,Kuac South,Gogrial West,Warrap,8.07299,28.0042
KFD,PRI,Kat-Akol Primary,Raiu,Gogrial West,Warrap,8.77808,28.1984433
AOO,PRI,Angot Awan Primary School,Raiu,Gogrial West,Warrap,8.7727317,28.2019717
PKR,PRI,Pakor Primary School.,Raiu,Gogrial West,Warrap,8.8972795,27.9674711
WTS,PRI,Wun-Atem Primary Scho,Raiu,Gogrial West,Warrap,8.7756133,28.201645
MKO,PRI,Mabior Kot Primary,Raiu,Gogrial West,Warrap,8.8876069,28.262651
GXJ,PRI,Mathiang Girls Primary,Raiu,Gogrial West,Warrap,8.801383,28.1575575
RYE,PRI,Yier Primary,Raiu,Gogrial West,Warrap,8.7032968,28.2291547
URV,PRI,Thur - Akoon Primary School,Raiu,Gogrial West,Warrap,8.8061267,28.1676203
AUZ,PRI,Atuet Primary School,Raiu,Gogrial West,Warrap,8.9146864,28.253172
NGU,PRI,Angouth Primary School,Raiu,Gogrial West,Warrap,8.7808804,28.1961848
WOR,PRI,Wun-Kec Primary School,Raiu,Gogrial West,Warrap,8.773985,28.2026083
RMV,PRI,Rumameth Primary,Raiu,Gogrial West,Warrap,8.8392627,28.1792825
KYX,PRI,Kuruech Primary,Raiu,Gogrial West,Warrap,8.3063433,27.9659578
PFY,PRI,Maker Primary,Raiu,Gogrial West,Warrap,8.8269517,28.2110867
KUS,PRI,Kuel Primary School,Raiu,Gogrial West,Warrap,8.7819683,28.1977717
PFZ,PRI,Majak Amal Primary School,Raiu,Gogrial West,Warrap,8.7739179,28.2028145
GAN,PRI,Agangy Primary School,Raiu,Gogrial West,Warrap,8.7759433,28.2024983
MLH,PRI,Malek Akol Primary,Raiu,Gogrial West,Warrap,8.8034062,28.2328729
AOE,PRI,Akuac Primary School,Raiu,Gogrial West,Warrap,8.2198715,27.9960924
AVO,PRI,Angoot Ngok Primary,Raiu,Gogrial West,Warrap,8.7615632,28.1648626
DEE,PRI,Adeer Primary School,Raiu,Gogrial West,Warrap,8.857566,28.3293706
NQM,PRI,Marial Ngap Primary School,Raiu,Gogrial West,Warrap,8.7748667,28.2018333
NBY,PRI,Panliet Primary School,Raiu,Gogrial West,Warrap,8.8422404,28.2530645
PWU,PRI,Makuac Tang Primary School,Raiu,Gogrial West,Warrap,8.3045413,27.9759044
XTN,SEC,Next Generation Secondary School,Raiu,Gogrial West,Warrap,8.7811928,28.1963131
LAC,SEC,Light Academy Secondary,Raiu,Gogrial West,Warrap,8.8431787,28.2518631
WYI,PRI,Wunyiik Primary School,Ananatak,Tonj East,Warrap,7.7673083,29.0627217
KCU,PRI,Kacuat Primary School,Ananatak,Tonj East,Warrap,7.9456267,29.1818483
PLU,PRI,Palubuok Primary School,Ananatak,Tonj East,Warrap,7.2601317,28.6543083
MUC,PRI,Malualcum,Ananatak,Tonj East,Warrap,7.923645,29.142335
NAN,PRI,Ananatak Primary School,Ananatak,Tonj East,Warrap,7.7366883,29.0267367
MFB,PRI,Mariik Primary School,Ananatak,Tonj East,Warrap,7.6194,28.86941
AVF,PRI,Ameth Primary School,Ananatak,Tonj East,Warrap,7.9067303,29.0891063
NGQ,PRI,Ngabanet Primary School,Ananatak,Tonj East,Warrap,7.7967433,29.07608
MID,PRI,Mider Primary School,Ananatak,Tonj East,Warrap,7.8489471,29.1551291
YHM,PRI,Yupnhom Primary School,Makuach,Tonj East,Warrap,7.8485917,29.1657433
AKY,PRI,Ayok Primary School,Makuach,Tonj East,Warrap,8.026345,29.4880383
LEE,PRI,Aleel Primary,Makuach,Tonj East,Warrap,7.9237219,29.354035
AXX,PRI,Aliet Primary School,Makuach,Tonj East,Warrap,7.8242917,29.1391817
NGJ,PRI,Angijoong Primary School,Makuach,Tonj East,Warrap,7.8439517,29.1489117
LNG,PRI,Alongjooth Primary School,Makuach,Tonj East,Warrap,7.260355,28.6542317
WBI,PRI,Wunabii Primary School,Makuach,Tonj East,Warrap,7.9096289,29.3393402
KVY,PRI,Kukuat Primary School,Makuach,Tonj East,Warrap,7.9177073,29.3647573
MXJ,PRI,Marial-Tiit Primary School,Makuach,Tonj East,Warrap,7.2734885,28.6811177
MKX,PRI,Makuac Primary School,Makuach,Tonj East,Warrap,8.7917509,28.3954685
MZV,PRI,Malou Primary,Makuach,Tonj East,Warrap,7.2601383,28.6542983
HQC,PRI,Maper-Rual Primary School,Makuach,Tonj East,Warrap,8.03259,29.4776517
MPB,PRI,Mapara Primary School,Makuach,Tonj East,Warrap,7.9346992,29.3989503
DAN,PRI,Adanwal Primary,Makuach,Tonj East,Warrap,7.824255,29.1390433
ASP,PRI,Abiei Primary School,Palal,Tonj East,Warrap,7.6801417,28.8294833
JWX,PRI,Mayenramajuong,Palal,Tonj East,Warrap,7.80957,28.9151083
KRB,PRI,Akier Primary School,Palal,Tonj East,Warrap,7.6522667,28.8862533
JPN,PRI,Wunchuei Primary School,Paliang,Tonj East,Warrap,8.0824317,28.650415
BRD,PRI,Abior Primary,Paliang,Tonj East,Warrap,7.9919909,29.3576645
KZI,PRI,Kathura Primary School,Paliang,Tonj East,Warrap,7.8315233,29.206395
PLF,PRI,Paliang Primary,Paliang,Tonj East,Warrap,7.9796584,29.3191915
GAZ,PRI,Gak-Looc Primary School,Paliang,Tonj East,Warrap,7.9817631,29.2561405
WPO,PRI,Wunkuel Primary School,Paliang,Tonj East,Warrap,7.8120627,29.2937262
FRC,PRI,Fr. Cicacci Comboni Primary,Paliang,Tonj East,Warrap,7.9735632,29.2857055
RMS,PRI,Rumabuth Primary School,Paliang,Tonj East,Warrap,7.9628848,29.2806046
RMH,SEC,Romic Secondary,Paliang,Tonj East,Warrap,7.9732342,29.2844644
NVK,PRI,Nyinyien Primary School,Paweng,Tonj East,Warrap,7.2736237,28.6810751
SRH,PRI,Ugor Primary School,Paweng,Tonj East,Warrap,7.2601096,28.6543831
PWB,PRI,Paweng Primary School,Paweng,Tonj East,Warrap,8.0756715,29.4313857
NRS,PRI,Ngelmar Primary School,Paweng,Tonj East,Warrap,8.02658,29.4160592
PNI,PRI,Pan-Nhial Primary School,Paweng,Tonj East,Warrap,8.0167314,29.3091867
PXC,PRI,Pading Primary,Paweng,Tonj East,Warrap,8.1188133,29.3909683
JLG,PRI,Juolgok Primary School,Paweng,Tonj East,Warrap,8.1109567,29.430085
PJT,PRI,Mangan Primary,Paweng,Tonj East,Warrap,8.1036286,29.3187431
NBZ,PRI,Nyangor Primary School,Paweng,Tonj East,Warrap,8.1082467,29.3613567
PNH,PRI,Pan-Mill Primary School,Paweng,Tonj East,Warrap,8.0648483,29.3083117
PUU,PRI,Apuuk-Lian Primary School,Paweng,Tonj East,Warrap,7.9805667,29.2920267
PZO,PRI,Maper Primary,Paweng,Tonj East,Warrap,8.039615,29.488555
AKT,PRI,Akoc Cok Primary School,Paweng,Tonj East,Warrap,7.9951665,29.2630466
AZK,PRI,Apabuong Primary School,Wunlit,Tonj East,Warrap,7.259945,28.6543367
AGE,PRI,Ager Primary School,Wunlit,Tonj East,Warrap,7.832889,29.3112222
ANQ,PRI,Angottek Primary School,Wunlit,Tonj East,Warrap,7.8355491,29.1858237
KUX,PRI,Kuer-Bach Primary School,Wunlit,Tonj East,Warrap,7.8344317,29.2162933
BIV,PRI,Buldit Primary School,Wunlit,Tonj East,Warrap,7.8315133,29.2138317
PLM,PRI,Palam/Kurager Primary School,Wunlit,Tonj East,Warrap,7.2736228,28.6810761
PGC,PRI,Pagakdit Primary School.,Wunlit,Tonj East,Warrap,7.7963916,29.251292
PFR,PRI,Malual Primary School,Wunlit,Tonj East,Warrap,7.273624,28.6810749
PFE,PRI,Panhom Primary School,Wunlit,Tonj East,Warrap,7.9804683,29.2921067
QER,PRI,Wunlit Primary School,Wunlit,Tonj East,Warrap,7.8295017,29.213385
HAN,PRI,Anhiany -Loc Primary School,Wunlit,Tonj East,Warrap,7.7630147,29.3454639
WPQ,PRI,Wunkuel Primary School,Wunlit,Tonj East,Warrap,8.0432515,29.4553557
MYD,PRI,Mayen Ador Primary School,Wunlit,Tonj East,Warrap,7.8362891,29.2714785
MEZ,PRI,Marial-Amel Primary School,Akop,Tonj North,Warrap,8.274275,29.1912717
THN,PRI,Athiengpuol Primary School,Akop,Tonj North,Warrap,8.3496073,29.0741262
KNW,PRI,Kondok Primary School,Akop,Tonj North,Warrap,8.3533517,29.1174533
AOP,PRI,Akop Primary School,Akop,Tonj North,Warrap,8.3617283,29.1645233
MHU,PRI,Mangok Chuei Primary School,Akop,Tonj North,Warrap,8.36543,29.192155
CAW,PRI,Pacaweng Primary School,Akop,Tonj North,Warrap,8.2047844,29.160634
MAL,PRI,Rual Malith Primary School,Akop,Tonj North,Warrap,8.3382017,28.9870767
BIU,PRI,Bundiir Primary School,Akop,Tonj North,Warrap,8.3154414,29.1751277
APW,PRI,Marial Akech Primary School,Alabek,Tonj North,Warrap,8.5167871,28.9497313
MFO,PRI,Marol Primary School,Alabek,Tonj North,Warrap,8.4372533,28.9368483
MZZ,PRI,Maluildit Primary School.,Alabek,Tonj North,Warrap,8.591335,28.92277
