F__sref,SchType,SchName,Payam,County,State,Lat,Lon
LAB,PRI,Alabek Primary School,Alabek,Tonj North,Warrap,8.5361233,28.9254117
LNF,PRI,Langkap Primary School,Alabek,Tonj North,Warrap,8.5597517,28.9144833
WTW,PRI,Warkot Primary School,Alabek,Tonj North,Warrap,8.4708206,28.8462804
MJQ,PRI,Majaklou Primary School,Alabek,Tonj North,Warrap,8.6096087,28.8443806
MIS,PRI,Manyiel Primary School,Alabek,Tonj North,Warrap,8.4954569,28.9189497
ASU,PRI,Aru Jur Primary School,Alabek,Tonj North,Warrap,8.5139764,28.9588534
LPL,PRI,Alieploc Primary School,Alabek,Tonj North,Warrap,8.4435376,28.8885661
HUP,PRI,Thuranyar Primary School,Alabek,Tonj North,Warrap,8.5197567,29.001545
MDJ,PRI,Mading Primary School,Alabek,Tonj North,Warrap,8.5322033,28.9010783
MZS,PRI,Malok Primary,Alabek,Tonj North,Warrap,8.5656017,28.863165
LSJ,SEC,Langkap Secondary School,Alabek,Tonj North,Warrap,8.5413083,28.9285367
WEE,PRI,Aweet Primary School,Aliek,Tonj North,Warrap,8.4139083,28.8114767
CNI,PRI,Comboni Primary School,Aliek,Tonj North,Warrap,8.3378467,28.6504933
ROR,PRI,Roorkou Primary School,Aliek,Tonj North,Warrap,8.3360117,28.7382817
ABL,PRI,Abiel Nyang Primary,Aliek,Tonj North,Warrap,8.509135,28.75779
PTB,PRI,Patei Primary School,Aliek,Tonj North,Warrap,8.3856,28.62803
LKD,PRI,Aliek Primary,Aliek,Tonj North,Warrap,8.39691,28.685045
NCK,PRI,Nock-Nhial Primary School,Aliek,Tonj North,Warrap,8.4574917,28.7123467
ARC,PRI,Aciir Cok Primary School,Aliek,Tonj North,Warrap,8.5689469,28.7406252
ARH,PRI,Adhor Primary,Aliek,Tonj North,Warrap,8.28504,28.6570183
AIY,SEC,Aliek Secondary School,Aliek,Tonj North,Warrap,8.397005,28.685005
WPW,ALP,Warrap Alp,Awul,Tonj North,Warrap,8.0900883,28.634215
ROY,PRI,Makol Primary School,Awul,Tonj North,Warrap,8.1221733,28.6477917
DDH,PRI,Dhak Primary School,Awul,Tonj North,Warrap,8.1199883,28.6057067
NFZ,PRI,Mabior Ngap,Awul,Tonj North,Warrap,8.0028535,28.4659482
TCN,PRI,Toch Mangardit Primary School,Awul,Tonj North,Warrap,8.1528,28.508585
AWU,PRI,Awul Primary School,Awul,Tonj North,Warrap,8.1888565,28.7382037
URM,PRI,Rumtiit Primary School,Awul,Tonj North,Warrap,8.0920675,28.629943
WYR,PRI,Awyir Primary School,Awul,Tonj North,Warrap,8.0793854,28.4990087
WDV,PRI,Warrap Adventists Primary School,Awul,Tonj North,Warrap,8.0853767,28.6453562
APF,PRI,Aporlang Primary School,Awul,Tonj North,Warrap,8.0630625,28.5175541
PGK,PRI,Pagakdit Primary School,Awul,Tonj North,Warrap,7.9903999,28.5066524
WUB,PRI,Wunchuei Primary School,Awul,Tonj North,Warrap,8.0824683,28.650325
ITM,PRI,Liit Mathiang Primary School,Awul,Tonj North,Warrap,8.0920952,28.6295784
WAM,PRI,Warrap Comboni Primary,Awul,Tonj North,Warrap,8.0900836,28.6341907
KGY,PRI,Kuany-Goi Primary School,Awul,Tonj North,Warrap,8.1693167,28.6511417
PZJ,PRI,Meel Primary School,Awul,Tonj North,Warrap,8.1875283,28.598355
XFO,SEC,Warrap Secondary,Awul,Tonj North,Warrap,8.103228,28.6480498
AWY,SEC,Awul Mixed Secondary Schoo,Awul,Tonj North,Warrap,8.1813098,28.7423098
GHN,SEC,Ghazal International Secondary School,Awul,Tonj North,Warrap,8.0835232,28.6216853
WQU,SEC,Warrap Comboni Secondary School,Awul,Tonj North,Warrap,8.0908688,28.635196
MAJ,PRI,Madhiath Ajak Primary School,Kirik,Tonj North,Warrap,7.9293617,28.8294167
KRM,PRI,Kirik Primary School,Kirik,Tonj North,Warrap,7.8838546,28.8149997
LAK,PRI,Lac-Mangok Primary School,Kirik,Tonj North,Warrap,7.7905867,28.750535
XJI,PRI,Mangok-Tit Primary School,Kirik,Tonj North,Warrap,7.8833033,28.771905
PBK,PRI,Pabukchak Primary School,Kirik,Tonj North,Warrap,7.837659,28.7122506
GNC,PRI,Agany Primary School,Kirik,Tonj North,Warrap,7.8472134,28.8472703
NRG,PRI,Ngoro Primary,Kirik,Tonj North,Warrap,7.96111,28.8360667
AAP,PRI,Aciira-Jak Primary School,Kirik,Tonj North,Warrap,7.9634417,28.850455
CHI,PRI,Achiir Primary School,Kirik,Tonj North,Warrap,7.9235231,28.7032966
SYH,PRI,Rumwut Primary School,Kirik,Tonj North,Warrap,7.8268283,28.7621367
MUP,PRI,Manyiel Upper Primary School,Kirik,Tonj North,Warrap,7.8155548,28.8308058
MUL,PRI,Maluil Primary School,Kirik,Tonj North,Warrap,7.834635,28.8689653
KMD,PRI,Kom-Ngol Primary School,Manalor,Tonj North,Warrap,8.119885,28.393835
GGC,PRI,Gugic Primary,Manalor,Tonj North,Warrap,7.8927817,28.40528
RMQ,PRI,Rum-Thony  Primary School,Manalor,Tonj North,Warrap,7.8718683,28.4424
KOI,PRI,Kootnhom Primary School,Manalor,Tonj North,Warrap,8.0459667,28.2076167
MWZ,PRI,Makuok Primary School,Manalor,Tonj North,Warrap,7.7991908,28.2627555
UAE,PRI,Malou-Abiem Primary School,Manalor,Tonj North,Warrap,7.9310167,28.4603717
TTA,PRI,Atap Primary School,Manalor,Tonj North,Warrap,7.9484841,28.4760222
PXT,PRI,Paguak Primary School,Manalor,Tonj North,Warrap,8.1026883,28.363875
KRD,PRI,Akurbiok Primary School,Manalor,Tonj North,Warrap,8.09058,28.4578867
AUS,PRI,Aru Primary School,Manalor,Tonj North,Warrap,7.9854717,28.18362
PZM,PRI,Malek Primary School,Manalor,Tonj North,Warrap,8.1242133,28.3326117
GWQ,PRI,Gircik Primary School,Manalor,Tonj North,Warrap,8.0534383,28.2405583
WQD,PRI,War Ariik Primary School,Manalor,Tonj North,Warrap,7.8306045,28.3283582
MTI,PRI,Majak Tiit Primary School,Manalor,Tonj North,Warrap,8.158475,28.453275
MNB,PRI,Man Lor Primary School,Manalor,Tonj North,Warrap,7.976215,28.4172983
GRM,PRI,Gormook Primary School.,Marial lou,Tonj North,Warrap,8.0890167,28.6269078
SDN,PRI,St. Daniel Comboni Primary School,Marial lou,Tonj North,Warrap,8.0326333,29.1839517
FIB,PRI,Wunkuel Primary School.,Marial lou,Tonj North,Warrap,8.04311,29.1303767
QXH,PRI,Puol Bar Primary School.,Marial lou,Tonj North,Warrap,8.06281,29.1869317
GAW,PRI,Agawei Primary School,Marial lou,Tonj North,Warrap,8.00491,29.0690667
MOU,SEC,Marial Lou Secondary,Marial lou,Tonj North,Warrap,8.0339553,29.1824871
GLP,PRI,Pagol Primary School,Pagol,Tonj North,Warrap,7.70707,28.5702717
LRX,PRI,Lurcuk Primary School,Pagol,Tonj North,Warrap,7.8252818,28.4533522
MQV,PRI,Muoralol Primary School,Pagol,Tonj North,Warrap,7.75226,28.58044
LCU,PRI,Lurcuk Girls Primary  School,Pagol,Tonj North,Warrap,7.8414796,28.4490597
RMP,PRI,Rum-Rual Primary School,Pagol,Tonj North,Warrap,7.7618203,28.530272
MYI,PRI,Mayen-Loc Primary School,Pagol,Tonj North,Warrap,7.7036196,28.5738941
MZX,PRI,Majok Primary School,Pagol,Tonj North,Warrap,7.7922083,28.4812
BOL,PRI,Bol Bol Primary School,Pagol,Tonj North,Warrap,7.7042717,28.581055
PXA,SEC,Pagol Secondary School,Pagol,Tonj North,Warrap,7.7069833,28.5702233
YAI,PRI,Yar Arol Girl Primary School,Rualbelt,Tonj North,Warrap,8.1106233,28.9413817
TVB,PRI,Mayen-Kuel Primary School,Rualbelt,Tonj North,Warrap,8.2995333,28.853225
RUY,PRI,Rualbet Boys Primary School,Rualbelt,Tonj North,Warrap,8.124495,28.9355417
KTE,PRI,Akotdit Primary School.,Rualbelt,Tonj North,Warrap,8.0428419,28.8800967
HJJ,PRI,Wunthilik Primary School,Rualbelt,Tonj North,Warrap,8.3355804,28.9285093
DLT,PRI,Duliet-Aduany Primary,Rualbelt,Tonj North,Warrap,8.1533075,28.9406989
KWZ,PRI,Malou Primary School,Rualbelt,Tonj North,Warrap,8.0441283,29.0045883
KMY,PRI,Kuanyial Primary School,Rualbelt,Tonj North,Warrap,8.3254933,28.8992767
CHC,PRI,Achol Primary School,Rualbelt,Tonj North,Warrap,8.0687617,28.9122367
POC,ALP,Piok Koi Centre,Jak,Tonj South,Warrap,7.6591196,28.7253062
WRU,PRI,Warcuei Primary School,Jak,Tonj South,Warrap,7.5978472,28.7771152
MJY,PRI,Majok Primary School,Jak,Tonj South,Warrap,7.6334322,28.7626658
JKE,PRI,Jak-Ameth Primary School,Jak,Tonj South,Warrap,7.6874231,28.6493459
POK,PRI,Piok-Koi Primary School.,Jak,Tonj South,Warrap,7.6593442,28.7253219
PDU,PRI,Paduer Primary School,Jak,Tonj South,Warrap,7.5990697,28.7354712
CHN,PRI,Chiir Primary School,Jak,Tonj South,Warrap,7.6629967,28.6363
JEM,PRI,Ajem-Yar Primary School,Jak,Tonj South,Warrap,7.7424943,28.6562225
AER,PRI,Ariec Primary School,Jak,Tonj South,Warrap,7.6664767,28.6879283
MOY,PRI,Manyangok Primary School,Manyangok,Tonj South,Warrap,7.3921983,28.9754483
AFY,PRI,Akoon-Cok Primary School,Manyangok,Tonj South,Warrap,7.390065,28.8870983
YMB,PRI,Ayom Primary School,Manyangok,Tonj South,Warrap,7.2913833,28.7521933
YGA,PRI,Ayigak Primary School.,Manyangok,Tonj South,Warrap,7.3886567,28.891735
AGF,PRI,Ageng Primary School,Manyangok,Tonj South,Warrap,7.3558083,28.8067933
CPV,PRI,Chuol-Akol Primary School,Manyangok,Tonj South,Warrap,7.1728233,28.8671033
DAM,PRI,Adama Primary School,Manyangok,Tonj South,Warrap,7.4365667,28.941545
MFG,PRI,Manyiel-Thony Primary School,Manyangok,Tonj South,Warrap,7.2611083,28.720775
WUN,PRI,Wunkec Primary School,Manyangok,Tonj South,Warrap,7.38409,28.9098017
CTP,PRI,Chum Thong Primary School,Manyangok,Tonj South,Warrap,7.2674917,28.7223617
GFY,ECD,Malek Mathok Memorial,Thiet,Tonj South,Warrap,7.6156702,28.8106872
NQX,PRI,Ngath,Thiet,Tonj South,Warrap,7.6046737,28.8117299
KLK,PRI,Kalkur Primary,Thiet,Tonj South,Warrap,7.5753573,28.8220846
KUP,PRI,Kau Primary School,Thiet,Tonj South,Warrap,7.5803941,28.8036553
ANI,PRI,Angol Girls Primary School,Thiet,Tonj South,Warrap,7.602248,28.8146157
YNU,PRI,Yinh Kuel Primary School,Thiet,Tonj South,Warrap,7.6982328,28.7678382
TDO,PRI,Thiet Don Bosco Primary School,Thiet,Tonj South,Warrap,7.6106527,28.8116472
AOX,PRI,Manyiel Agei Primary School,Thiet,Tonj South,Warrap,7.6321233,28.69484
GPQ,PRI,Green Pasture,Thiet,Tonj South,Warrap,7.5944534,28.7988082
QYQ,PRI,Wun-Ngap Primary School,Thiet,Tonj South,Warrap,7.571868,28.8422816
AWK,PRI,Awiech Primary School,Thiet,Tonj South,Warrap,8.7516767,28.0074333
MZW,PRI,Mayom-Abun Main Complex Primary School,Thiet,Tonj South,Warrap,7.6439716,28.8169803
NGN,PRI,Angon-Dong Primary School,Thiet,Tonj South,Warrap,7.7665654,28.7507409
UTA,PRI,Apuot Primary School,Thiet,Tonj South,Warrap,7.6260017,28.6639983
YBL,PRI,Yibul,Thiet,Tonj South,Warrap,7.5425503,28.8147677
BUH,PRI,Warwut Primary School,Thiet,Tonj South,Warrap,7.5849465,28.8549636
MDE,PRI,Madhol Primary School,Thiet,Tonj South,Warrap,7.549657,28.8284189
NGH,PRI,Angui Primary School,Thiet,Tonj South,Warrap,7.6188242,28.797062
BIO,PRI,Bol Diong Primary School,Thiet,Tonj South,Warrap,7.7397694,28.7105582
RAM,PRI,Aram-Wut Primary School,Thiet,Tonj South,Warrap,7.6119842,28.8074917
ANE,PRI,Ngap Anet Primary School,Thiet,Tonj South,Warrap,7.5548007,28.7994226
YGZ,PRI,Malek Mathok Memorial,Thiet,Tonj South,Warrap,7.6156978,28.8106122
TGB,ALP,Tonj Girls Alp,Tonj,Tonj South,Warrap,7.2776003,28.6856898
HGO,ECD,Himango International Pre-School,Tonj,Tonj South,Warrap,7.295405,28.6970967
SXC,ECD,St. Bakhita Pre-Primary,Tonj,Tonj South,Warrap,7.2637569,28.6559734
KFW,ECD,Kal-Kuel Ecd,Tonj,Tonj South,Warrap,7.270775,28.67051
RJH,ECD,Rain-Bow Ecd,Tonj,Tonj South,Warrap,7.280634,28.6788089
RYT,ECD,Royal Progressive Ecd,Tonj,Tonj South,Warrap,7.2721951,28.6701728
TJT,PRI,Tonj Girls Primary School,Tonj,Tonj South,Warrap,7.2777575,28.6854813
DNH,PRI,Deng Nhial Primary School,Tonj,Tonj South,Warrap,7.2614433,28.7167517
HMG,PRI,Himago Primary School,Tonj,Tonj South,Warrap,7.295405,28.6971167
BJV,PRI,Bongo Evening School,Tonj,Tonj South,Warrap,7.27641,28.6774867
RYV,PRI,Royal Progressive Primary School.,Tonj,Tonj South,Warrap,7.2723745,28.6700794
KXO,PRI,Kuanyia,Tonj,Tonj South,Warrap,7.2420021,28.6420724
XUZ,PRI,Wargiir Primary School,Tonj,Tonj South,Warrap,7.3223559,28.719499
CAJ,PRI,Cuei Ajai Primary School,Tonj,Tonj South,Warrap,7.2883517,28.6629765
ROW,PRI,Rainbow,Tonj,Tonj South,Warrap,7.2807727,28.678997
WRL,PRI,Warak Primary School,Tonj,Tonj South,Warrap,7.2715733,28.6720483
KBM,PRI,Kal-Kuel Primary School,Tonj,Tonj South,Warrap,7.2714885,28.6714952
DEG,PRI,Deng Ading Primary School,Tonj,Tonj South,Warrap,7.2763683,28.6824583
TJP,PRI,Tonj Prison Primary School,Tonj,Tonj South,Warrap,7.2728024,28.6846517
DLM,PRI,Model Primary School,Tonj,Tonj South,Warrap,7.2878676,28.6905843
KXV,PRI,Konybani,Tonj,Tonj South,Warrap,7.279135,28.6934533
GGB,PRI,Agugo Primary School,Tonj,Tonj South,Warrap,6.9827004,28.7152544
WAQ,PRI,Waralel,Tonj,Tonj South,Warrap,7.3660786,28.695339
MKJ,PRI,Makerdit Primary School,Tonj,Tonj South,Warrap,7.2803961,28.6941773
DBO,PRI,Don Bosco Primary School,Tonj,Tonj South,Warrap,7.2789117,28.675485
LIO,PRI,Liitic Primary School,Tonj,Tonj South,Warrap,7.3702586,28.6706221
WPT,PRI,Warapet Primary School,Tonj,Tonj South,Warrap,7.3196025,28.6941543
BTH,PRI,Bakitha Primary School,Tonj,Tonj South,Warrap,7.2648317,28.6554067
BBN,PRI,Bongo Primary School,Tonj,Tonj South,Warrap,7.2749667,28.6776917
BBC,PRI,Babcok Primary School,Tonj,Tonj South,Warrap,7.2712286,28.5828758
WXS,PRI,Wungier,Tonj,Tonj South,Warrap,7.2450848,28.6973116
KHK,PRI,Kuel Chok Primary,Tonj,Tonj South,Warrap,7.2208192,28.6154516
BYC,PRI,Abyiei Cok Primary School,Tonj,Tonj South,Warrap,7.4449625,28.7705709
NVJ,PRI,New Life Primary School,Tonj,Tonj South,Warrap,7.27427,28.6681117
KZE,PRI,War-Machar Primary School,Tonj,Tonj South,Warrap,7.3455986,28.6419271
YLR,SEC,Royal Progressive Academy Secondary School,Tonj,Tonj South,Warrap,7.2734533,28.665964
PYX,SEC,Pan- Africa Progressive Academy (Papa),Tonj,Tonj South,Warrap,7.2800069,28.6788054
TNQ,SEC,Tonj Secondary School,Tonj,Tonj South,Warrap,7.2723256,28.6714455
KZD,SEC,Kal-Kuel Community Secondary,Tonj,Tonj South,Warrap,7.2712933,28.6721007
SFW,SEC,St. Bakitha High School,Tonj,Tonj South,Warrap,7.2631117,28.6567717
GUK,PRI,Agukrot Primary School,Tonj Town,Tonj South,Warrap,7.215415,28.6907283
LCH,PRI,Lachok Primary School,Tonj Town,Tonj South,Warrap,7.2340418,28.6810463
MXT,PRI,Malual-Muok Primary School,Tonj Town,Tonj South,Warrap,7.4024838,28.7390379
DNO,SEC,Don Bosco Secondary School,Tonj Town,Tonj South,Warrap,7.2772171,28.676662
PLE,PRI,Palek Primary School,Wanhalel,Tonj South,Warrap,7.6018793,28.6826266
WBA,PRI,Wanhalel Basic School,Wanhalel,Tonj South,Warrap,7.4858099,28.8460498
PVD,PRI,Pan-Kou Primary School,Wanhalel,Tonj South,Warrap,7.530441,28.8303938
APT,PRI,Ayuath Primary School,Wanhalel,Tonj South,Warrap,7.5022702,28.7493409
MQP,PRI,Mabior Yar Primary School,Wanhalel,Tonj South,Warrap,7.4777874,28.7814093
AUN,PRI,Akol -Agal Primary School,Wanhalel,Tonj South,Warrap,7.5612316,28.6853349
TML,PRI,Tar-Weng Primary School,Wanhalel,Tonj South,Warrap,7.5052081,28.8348006
GTC,PRI,Aguath Primary School,Wanhalel,Tonj South,Warrap,7.4771038,28.7114646
DMD,PRI,Domdeng Primary School,Wanhalel,Tonj South,Warrap,7.5277517,28.7988217
ODH,PRI,Kuei-Kou Primary School,Wanhalel,Tonj South,Warrap,7.4815969,28.8233019
DNA,PRI,Mading Apuk Primary School,Wanhalel,Tonj South,Warrap,7.5338336,28.7663616
PWE,PRI,Pawel Primary School,Wanhalel,Tonj South,Warrap,7.5643995,28.7248917
IPQ,PRI,Muor-Tok Primary School,Wanhalel,Tonj South,Warrap,7.4986044,28.7975311
TUN,PRI,Atoung Primary School,Ajak Kuac,Twic,Warrap,9.2896183,28.6989583
MKL,PRI,Majak Kol Primary,Ajak Kuac,Twic,Warrap,9.0910704,28.4211636
AJM,PRI,Majak Kol Military School,Ajak Kuac,Twic,Warrap,9.1101976,28.4389396
LFW,PRI,Manh-Awan Primary School,Ajak Kuac,Twic,Warrap,9.2538882,28.6853182
TRT,PRI,Tiret Primary School.,Ajak Kuac,Twic,Warrap,9.0950482,28.4310343
JKB,PRI,Ajak Primary,Ajak Kuac,Twic,Warrap,9.2859458,28.7016865
IDO,PRI,Molbang,Ajak Kuac,Twic,Warrap,9.2537867,28.6897083
DFE,PRI,Malual Dau,Ajak Kuac,Twic,Warrap,9.0952315,28.4313429
GKE,PRI,Guk Primary School,Ajak Kuac,Twic,Warrap,9.11008,28.4388297
RAR,PRI,Riak Previd School,Ajak Kuac,Twic,Warrap,9.0925324,28.4332683
MGI,PRI,Mabil Girls Primary School,Ajak Kuac,Twic,Warrap,9.2465262,28.6629258
CIH,PRI,Panruel Primary School,Ajak Kuac,Twic,Warrap,9.235677,28.5950263
AJC,SEC,Ajak -Kuac Secondary School,Ajak Kuac,Twic,Warrap,9.1098533,28.4390083
WBM,ALP,Wuncuei,Akoc,Twic,Warrap,9.0885861,28.423685
AXP,ALP,Akoc Alp,Akoc,Twic,Warrap,9.1411359,28.0200103
WAT,ALP,Wang Chuk,Akoc,Twic,Warrap,9.1838291,28.0524332
CHE,PRI,Achel Primary School,Akoc,Twic,Warrap,9.1234805,28.0307746
TIT,PRI,Tiit Noon Primary School,Akoc,Twic,Warrap,9.116025,27.9800762
WNW,PRI,Wun-Cuei Primary School,Akoc,Twic,Warrap,9.093604,28.4325811
YIK,PRI,Yiik-Thon Primary School,Akoc,Twic,Warrap,9.2352743,28.0565002
MPZ,PRI,Manyuar Girls Primary School.,Akoc,Twic,Warrap,9.1254867,28.0245
DHY,PRI,Magar-Thon Primary School,Akoc,Twic,Warrap,9.22235,28.107435
TAJ,PRI,Athor-Ajiep Primary School,Akoc,Twic,Warrap,9.2262267,27.9435317
PGZ,PRI,Panthou Girls,Akoc,Twic,Warrap,9.0906701,27.9998009
JDH,PRI,Jedhum,Akoc,Twic,Warrap,9.2965467,27.9333033
TUV,PRI,Mabil Thon,Akoc,Twic,Warrap,9.1713235,28.0390512
KUL,PRI,Akuol Thii Primary School,Akoc,Twic,Warrap,9.1761158,28.1044244
WNH,PRI,Wang-Chuk Primary School,Akoc,Twic,Warrap,9.1839446,28.052567
EOL,PRI,Nyang-Alei Primary School,Akoc,Twic,Warrap,9.1619436,28.0452155
KCH,PRI,Akoch Primary School,Akoc,Twic,Warrap,9.1411564,28.0199401
MCU,PRI,Mading Cuar Primary School,Akoc,Twic,Warrap,9.2248545,28.0364984
ALR,PRI,Aluel Primary School,Akoc,Twic,Warrap,9.0783891,28.3429566
AJY,PRI,Atong Aguak,Akoc,Twic,Warrap,9.1431635,28.0875148
PZX,PRI,Pakuel,Akoc,Twic,Warrap,9.2026554,28.0193152
DHF,PRI,Dhian-Agal Primary School,Akoc,Twic,Warrap,9.17308,27.9352133
MYH,PRI,Mayen- Bala Primary School,Akoc,Twic,Warrap,9.1026633,28.0160567
RMK,PRI,Rum-Agok Primary School,Akoc,Twic,Warrap,9.1336885,28.0024234
GML,PRI,Gumel Primary School,Akoc,Twic,Warrap,9.0782895,28.3429098
MXF,PRI,Mior Malek Ajok Primary.,Akoc,Twic,Warrap,9.0882205,27.9851135
ORP,PRI,Mayom Orphan School,Akoc,Twic,Warrap,9.1520892,28.0209942
RUX,PRI,Rual Tung,Akoc,Twic,Warrap,9.2788346,28.0381772
RVX,PRI,Relthieth,Akoc,Twic,Warrap,9.26086,28.0035767
MVW,PRI,Malual Aweil Primary School,Akoc,Twic,Warrap,9.0893833,27.9861733
MTJ,PRI,Makuei-Abeek Primary School,Akoc,Twic,Warrap,9.129823,28.0832511
MJJ,PRI,Majak-Anyiel Primary School,Akoc,Twic,Warrap,9.194505,27.970075
BNI,PRI,Bang-Abuoc,Akoc,Twic,Warrap,9.162713,28.0408107
ATH,PRI,Anyiel Thon Primary,Akoc,Twic,Warrap,9.235995,27.98163
HRC,PRI,Thur Adut Chol,Akoc,Twic,Warrap,9.0781898,28.3429679
AKD,SEC,Akoch Secondary School,Akoc,Twic,Warrap,9.0814188,28.4223146
PYY,ALP,Panagok,Awang,Twic,Warrap,9.1014233,28.5580134
NOO,ALP,Majok Noon,Awang,Twic,Warrap,9.09256,28.4332233
AFX,ALP,Maper Alp,Awang,Twic,Warrap,9.1045114,28.4938068
UGP,PRI,Wuncuei Primary School,Awang,Twic,Warrap,9.2093156,28.5694316
MEI,PRI,Marial-Maper Primary School,Awang,Twic,Warrap,9.15931,28.51774
PLN,PRI,Paleng Primary School,Awang,Twic,Warrap,9.1717986,28.5831877
BSK,PRI,Burgik Primary School,Awang,Twic,Warrap,9.1146433,28.5052767
TTN,PRI,Totenyieth Primary,Awang,Twic,Warrap,9.1263808,28.5514872
PQH,PRI,Pan-Agok Marial,Awang,Twic,Warrap,9.0911121,28.4310964
MPW,PRI,Majok Noon Primary School,Awang,Twic,Warrap,9.0937356,28.4327775
KAB,PRI,Kabara Girls Primary School,Awang,Twic,Warrap,9.1151534,28.520098
RKA,PRI,Rakacuk Primary School,Awang,Twic,Warrap,9.154585,28.471485
KAT,PRI,Akathuok Primary,Awang,Twic,Warrap,9.0926417,28.433145
AUU,PRI,Machar Akuer,Awang,Twic,Warrap,9.147485,28.5310267
BLY,PRI,Bulyom Primary School,Awang,Twic,Warrap,9.1106033,28.6093415
PNK,PRI,Panagok Primary School,Awang,Twic,Warrap,9.119241,28.5808292
GOK,PRI,Agook Community Primary School,Awang,Twic,Warrap,9.1461321,28.5863284
MCJ,PRI,Malualdit Community Primary,Awang,Twic,Warrap,9.0936417,28.4811754
AXL,PRI,Apaduom,Awang,Twic,Warrap,9.1303867,28.5735783
MPG,PRI,Maper Primary School,Awang,Twic,Warrap,9.1044638,28.4938514
WEN,PRI,Aweng Primary School,Awang,Twic,Warrap,9.1010823,28.5588181
API,PRI,Apaping Girls Primary School,Awang,Twic,Warrap,9.0901418,28.4374516
AGN,PRI,Anganguot Primary,Awang,Twic,Warrap,9.2245834,28.5746041
ENG,SEC,Aweng Secondary School,Awang,Twic,Warrap,9.1105698,28.5419525
LCV,ALP,Mading Luit,Pan-nyok,Twic,Warrap,9.1683837,28.3696106
AZD,ALP,Akak Alp,Pan-nyok,Twic,Warrap,9.0673105,28.1170313
PFH,ALP,Pan-Nyok,Pan-nyok,Twic,Warrap,9.0782095,28.3426698
TUL,ALP,Tuelei Alp,Pan-nyok,Twic,Warrap,9.0934061,28.4329585
PAW,PRI,Pagai Primary School,Pan-nyok,Twic,Warrap,9.1235616,28.2536154
NHS,PRI,Nyiel Primary,Pan-nyok,Twic,Warrap,9.1583249,28.0997192
PIJ,PRI,Pabiny,Pan-nyok,Twic,Warrap,9.0960837,28.4323288
TNT,PRI,Tumakon Primary School,Pan-nyok,Twic,Warrap,9.0943678,28.0586525
MIC,PRI,Makuei-Abuoc Primary School,Pan-nyok,Twic,Warrap,9.0312106,28.3197753
BOK,PRI,Abiok Jak Primary School,Pan-nyok,Twic,Warrap,9.0665762,28.1758662
BRE,PRI,Baar Primary School,Pan-nyok,Twic,Warrap,9.1035127,28.2280942
MVQ,PRI,Malual Kiir Primary,Pan-nyok,Twic,Warrap,7.7522417,28.5804433
CUA,PRI,Acuanic Primary,Pan-nyok,Twic,Warrap,9.1683892,28.3696374
HEM,PRI,Athiem Primary,Pan-nyok,Twic,Warrap,8.9989275,28.304882
LAR,PRI,Lach Akak Primary,Pan-nyok,Twic,Warrap,9.0685283,28.1155022
DYP,PRI,Duony Yep Primary School,Pan-nyok,Twic,Warrap,9.0185558,28.313752
GKH,PRI,Guok-Rot Primary School,Pan-nyok,Twic,Warrap,9.0898276,28.3469844
MMK,PRI,Mamiir Primary School,Pan-nyok,Twic,Warrap,9.0553712,28.330959
BDS,PRI,Bondor Primary School,Pan-nyok,Twic,Warrap,9.122018,28.1087013
MLU,PRI,Mading Luit Primary,Pan-nyok,Twic,Warrap,9.1684251,28.3695935
KGP,PRI,Kuruyuk Girls Primary School.,Pan-nyok,Twic,Warrap,9.0936142,28.4327265
GYG,PRI,Gony Primary School,Pan-nyok,Twic,Warrap,9.0831459,28.3443793
RGM,PRI,Ring Mabil,Pan-nyok,Twic,Warrap,9.0911121,28.4310964
VEG,PRI,Pannyok Primary School,Pan-nyok,Twic,Warrap,9.110385,28.2176703
MRJ,PRI,Mareng Primary School,Pan-nyok,Twic,Warrap,9.1684231,28.3696966
THK,PRI,Thakayen Primary School,Pan-nyok,Twic,Warrap,9.0915472,28.1027037
PNN,PRI,Panbaai Primary School.,Pan-nyok,Twic,Warrap,9.0782971,28.3426909
WJT,PRI,Wurual,Pan-nyok,Twic,Warrap,9.0266713,28.2464793
GDP,PRI,Makuac Ajaj Rac Primary School,Pan-nyok,Twic,Warrap,9.0456928,28.3264678
KSY,PRI,Kunyuk Primary School,Pan-nyok,Twic,Warrap,9.0850159,28.2066234
